FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,updateTimeStamp,address,latitude,longitude,Season1Start,Season2Start,Season3Start,Season4Start,Season1End,Season2End,Season3End,Season4End,Season1SunStartTime,Season1SunEndTime,Season1MonStartTime,Season1MonEndTime,Season1TueStartTime,Season1TueEndTime,Season1WedStartTime,Season1WedEndTime,Season1ThuStartTime,Season1ThuEndTime,Season1FriStartTime,Season1FriEndTime,Season1SatStartTime,Season1SatEndTime,Season2SunStartTime,Season2SunEndTime,Season2MonStartTime,Season2MonEndTime,Season2TueStartTime,Season2TueEndTime,Season2WedStartTime,Season2WedEndTime,Season2ThuStartTime,Season2ThuEndTime,Season2FriStartTime,Season2FriEndTime,Season2SatStartTime,Season2SatEndTime,Season3SunStartTime,Season3SunEndTime,Season3MonStartTime,Season3MonEndTime,Season3TueStartTime,Season3TueEndTime,Season3WedStartTime,Season3WedEndTime,Season3ThuStartTime,Season3ThuEndTime,Season3FriStartTime,Season3FriEndTime,Season3SatStartTime,Season3SatEndTime,Season4SunStartTime,Season4SunEndTime,Season4MonStartTime,Season4MonEndTime,Season4TueStartTime,Season4TueEndTime,Season4WedStartTime,Season4WedEndTime,Season4ThuStartTime,Season4ThuEndTime,Season4FriStartTime,Season4FriEndTime,Season4SatStartTime,Season4SatEndTime,PaymentList,ProductList
1009372,Downtown MarketPlace,http://www.downtownmarket.com/,,,,,2013-01-01 00:00:00,"US 27 south of I-10 (Monroe St) at Park Avenue, allahassee, Florida 32302",30.4422,-84.2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,Unknown
1010780,Downtown Marquette Farmers Market,http://www.mqtfarmersmarket.com,www.facebook.com/downtownmarquettefarmersartistsmarket,,,,2017-02-07 12:45:00,"112 S. Third St., Marquette, Michigan 49855",46.4084725,-87.9771512,2017-05-20,,,,2017-12-16,,,,,,,,,,,,,,,,09:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP, SNAP","Organic, Bakedgoods, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Maple, Meat, Plants, Poultry, Prepared, Soap, Wine, Coffee, Beans, Fruits, Mushrooms, WildHarvested"
1011040,Downtown McPherson Farmers Market,,,,,,2015-04-15 17:21:00,"214 E Euclid St, McPherson, Kansas KS",38.37138885714286,-97.66523128571428,2015-05-30,,,,2015-10-31,,,,,,,,,,,,15:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, SFMNP",Fruits
1011155,Downtown Mead Farmers' Market,,https://www.facebook.com/pages/Downtown-Mead-Farmers-Market/869282329791286,,,,2017-02-26 18:00:00,"P.O. Box 55, Mead , Colorado 80542",40.229627,-104.988845,2017-06-25,,,,2017-09-24,,,,10:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Nuts, Plants, Prepared, Soap, Wine, Coffee, Fruits, Grains, Mushrooms"
1004635,Downtown Melbourne Farmers Market,http://www.tcsfoods.com,,,,,2012-04-26 14:55:00,"1900 South Harbor city Blvd, Melbourne, Florida 32940",28.079058500000002,-80.60347374788932,2012-01-01,,,,2012-12-31,,,,,,,,,,,,,,,,10:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Bakedgoods, Cheese, Crafts, Flowers, Herbs, Vegetables, Honey, Jams, Nursery, Plants, Prepared, Soap, Trees"
1001301,Downtown Middleton Farmers' Market,http://www.downtownmiddleton.com/farmers_market,,,,,2013-06-17 20:26:00,"Terrace Avenue, Middleton, Wisconsin 53562",43.0944253,-89.510245,2013-05-07,,,,2013-10-15,,,,,,,,15:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Bakedgoods, Cheese, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Meat, Plants, Fruits"
1002546,Downtown Middletown Farmers' Market,http://www.middletownbid.org,,,,,2014-03-17 10:35:00,"Erie Way from Cottage St. to Montgomery St., Middletown, New York 10940",41.448592,-74.413365,2014-06-07,,,,2014-10-25,,,,,,,,,,,,,,,,08:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WIC, WICcash, SFMNP","Bakedgoods, Flowers, Herbs, Vegetables, Honey, Jams, Plants, Soap, Coffee, Fruits"
1003977,Downtown Newport Farmers Market,,,,,,2014-03-31 15:50:00,"Corner Malcolm and Hwy 69, Newport, Arkansas 72112",35.6062953,-91.27785659999999,2013-06-01,,,,2013-10-31,,,,,,,,,,07:00,12:00,,,,,07:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Bakedgoods, Crafts, Vegetables, Jams, Plants"
1018621,Downtown Novato Community Farmers Market,http://www.communityfarmersmarkets.com,https://www.facebook.com/DowntownNovatoCommunityFarmersMarket/,,,Instagram communitymarkets,2017-07-08 11:28:00,"Grant Ave between 1st and 4th Streets, Novato , California 94947",38.108127,-122.57316999999999,2017-05-02,,,,2017-09-26,,,,,,,,16:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, WICcash, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Seafood, Herbs, Vegetables, Honey, Jams, Nuts, Plants, Prepared, Soap, Trees, Wine, Coffee, Fruits, Juices, Mushrooms, Tofu"
1009415,Downtown Owosso Farmers Market ,,https://www.facebook.com/DowntownOwossoFarmersMarket,,,,2013-01-01 00:00:00,"Exchange Street in Downtown, Owosso, Michigan 48867",42.9987,-84.1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,Unknown
1000070,Downtown PATH Greenmarket,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,2013-07-23 16:00:00,"W Broadway - Barclay St & Park Pl, New York, New York 10271",40.711952200000006,-74.00817359999999,2013-01-01,,,,2013-12-31,,,,,,,,08:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Bakedgoods, Vegetables, Fruits"
1005804,Downtown Petoskey Farmers Market,http://www.petoskey.com,https://www.facebook.com/chamberpetoskey,https://twitter.com/PetoskeyChamber,,http://instagram.com/petoskeychamber/,2014-04-01 08:11:00,"Near corner of Howard & Michigan Streets, Petoskey, Michigan 49770",45.3733,-84.9555,2014-06-13,,,,2014-10-03,,,,,,,,,,,,,,08:30,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Bakedgoods, Cheese, Flowers, Seafood, Herbs, Vegetables, Honey, Jams, Maple, Poultry, Soap, Fruits, Mushrooms, WildHarvested"
1010825,Downtown Pineville Farmers Market,,https://www.facebook.com/pages/Downtown-Pineville-Farmers-Market/1533074713647419,,,https://www.pinterest.com/dell0224/,2015-02-17 11:30:00,"104 Dover Street, Pineville, North Carolina 28134",35.08574360406159,-80.89140781356637,2015-05-16,,,,2015-09-26,,,,,,,,,,,,,,,,08:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Organic, Bakedgoods, Herbs, Vegetables, Honey, Jams, Plants, Fruits"
1008258,Downtown Pittsfield Farmers Market,http://www.farmersmarketpittsfield.org,https://www.facebook.com/DowntownPittsfieldFarmersMarket,,,,2016-06-27 13:10:00,"First and Eagle Street, Pittsfield , Massachusetts 1201",42.451317,-73.251293,2014-05-10,,,,2014-10-25,,,,,,,,,,,,,,,,09:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Seafood, Herbs, Vegetables, Honey, Jams, Maple, Meat, Nuts, Plants, Poultry, Prepared, Soap, Trees, Wine, Coffee, Fruits, Juices, WildHarvested"
1008533,Downtown Poplar Bluff Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2051,,,,,2013-06-26 10:57:00,"400 Main Street, Poplar Bluff, Missouri 63901",36.759334,-90.39303000000001,,,,,,,,,,,,,,,,,,,,,08:00,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Crafts, Herbs, Vegetables, Honey, Jams, Plants, Prepared, Soap, Trees, Fruits"
1011222,Downtown Ravenna Farmers Market,http://www.ndsohio.org,Downtown Ravenna Farmers Market,,,,2015-06-09 09:17:00,,41.1575566,-81.2420473,2015-07-09,,,,2015-09-24,,,,,,,,,,,,11:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP","Bakedgoods, Crafts, Flowers, Vegetables, Honey, Jams, Maple, Soap, Fruits"
1007011,Downtown Rochester Farmers Market,,,,,,2012-02-22 12:39:00,"90 N. Main St., Rochester, New Hampshire 3867",43.304831,-70.978487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Bakedgoods, Crafts, Flowers, Herbs, Vegetables"
1007319,Downtown Rochester Farmers' Market,http://www.DowntownRochesterMI.com,www.facebook.com/downtownrochesterfarmersmarket,,,,2013-06-17 11:36:00,"Corner of E. Third & Water, Rochester, Michigan 48307",42.679095000000004,-83.13195,2013-05-04,,,,2013-10-26,,,,,,,,,,,,,,,,08:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, WICcash, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Maple, Meat, Plants, Poultry, Prepared, Soap, Trees, Fruits"
1011776,Downtown Rogers Farmers Market,,https://www.facebook.com/Downtown-Rogers-Farmers-Market-1226531057361377/,,,,2016-06-27 13:05:00,"101 Cherry St. , Rogers , Arkansas 72756",36.330851,-94.132494,2016-04-30,,,,2016-10-29,,,,,,,,,,,,16:00,20:00,,,07:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, WICcash, SFMNP, SNAP","Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Meat, Plants, Poultry, Prepared, Soap, Trees, Wine, Coffee, Fruits, Grains"
1012232,"Downtown Saginaw Farmers' Market, Inc.",http://www.saginawfarmersmarket.org,Downtown Saginaw Farmers Market,,,,2016-07-05 11:26:00,"507 S. Washington Avenue (M-13), Saginaw, Michigan 48601",43.428552,-83.941012,2016-05-27,,,,2016-10-31,,,,,,10:00,15:00,,,10:00,15:00,,,10:00,15:00,09:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP, SNAP","Bakedgoods, Cheese, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Maple, Meat, Plants, Poultry, Prepared, Soap, Coffee, Beans, Fruits, Grains"
1011441,Downtown San Jose Farmers' Market,http://www.pcfma.org,www.facebook.com/DowntownSanJoseFarmersMarket,www.twitter.com/PacCoastFarmers,,,2015-07-20 13:32:00,,37.33508870000001,-121.89286200000001,2015-05-01,,,,2015-11-20,,,,,,,,,,,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SNAP","Organic, Bakedgoods, Cheese, Flowers, Eggs, Seafood, Vegetables, Honey, Nuts, Poultry, Prepared, Coffee, Fruits, Mushrooms"
1004072,Downtown San Leandro Certified Farmers' Market,,https://www.facebook.com/CUFarmFresh,,,,2012-05-25 15:37:00,"Parrott Street  and E. 14th Street, San Leandro, California 94577",37.7224724,-122.1525631,2012-04-18,,,,2012-10-17,,,,,,,,,,16:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Nursery, Nuts, Plants, Prepared, Soap, Wine"
1018245,Downtown Santa Ana Certified Farmers' Market,http://dtsafarmersmarket.com,facebook.com/dtsafarmersmarket,,,instagram.com/dtsafarmersmarket,2017-06-20 18:10:00,"2nd St. & Sycamore, Santa Ana, California 92701",33.7462793,-117.8686833,2017-01-01,,,,2017-12-31,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, WICcash, SFMNP, SNAP","Bakedgoods, Crafts, Eggs, Herbs, Vegetables, Honey, Meat, Poultry, Prepared, Soap, Coffee, Fruits, Grains, Juices, PetFood"
1005698,Downtown Sharon Farmers Market,,,,,,2009-01-01 00:00:00,"41 Chestnut Street, Sharon, Pennsylvania 16146",41.2324,-80.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1001131,Downtown Sikeston Farmers' Market,http://www.DowntownSikeston.org,https://www.facebook.com/DowntownSikestonFarmersMarket,,,,2016-06-28 09:34:00,"American Legion Square, Sikeston, Missouri 63801",36.8767,-89.5887,2016-05-07,,,,2016-12-17,,,,,,,,,,,,,,,,07:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Bakedgoods, Crafts, Eggs, Herbs, Vegetables, Honey, Jams, Plants, Soap, Coffee, Beans, Fruits"
1016881,Downtown South Boston Farmers Market,http://www.downtownsobo.com/?link=farmers_market,https://www.facebook.com/Downtown-South-Boston-Farmers-Market-116983188377428/,,,,2017-03-16 13:55:00,"300 Broad Street, South Boston, Virginia 24592",36.698259,-78.900151,2017-03-18,,,,2017-11-24,,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Meat, Plants, Fruits"
1000232,Downtown Sparta Farmers Market,http://www.spartachamber.com,,,,,2011-04-19 14:16:00,"72 N. Union, Sparta, Michigan 49345",43.1624,-85.7072,2011-06-01,,,,2011-09-30,,,,,,,,,,14:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Bakedgoods, Crafts, Vegetables, Jams, Meat, Plants"
1005500,Downtown Steubenville Farmers' Market,,,,,,2011-04-25 13:13:00,,40.3573,-80.6169,2011-06-01,,,,2011-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WIC, WICcash, SFMNP","Bakedgoods, Flowers, Herbs, Vegetables, Jams, Nuts, Plants"
1002161,Downtown Sumter Farmers Market,http://www.downtownsumter.com,,,,,2011-01-01 00:00:00,"Main St. & Liberty St., Sumter, South Carolina 29151",33.9204,-80.3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1011035,"Downtown Sylvester Farmers Market, INC.",,https://www.facebook.com/DowntownSylvesterFarmersMarket,,,,2015-04-14 12:38:00,"101 S. Main Street, Sylvester , Georgia 31791",31.524617,-83.835613,2015-06-06,,,,2015-11-28,,,,,,,,,,,,,,,,08:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, SNAP","Organic, Bakedgoods, Cheese, Vegetables, Honey, Maple, Fruits"
1000550,Downtown Syracuse Farmers Market,http://www.downtownsyracuse.com,,,,,2014-03-14 10:54:00,"Clinton Square, Syracuse, New York 13202",43.0508174,-76.15286051893622,2014-06-10,,,,2014-10-14,,,,,,,,07:00,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Maple, Nuts, Plants, Prepared, Soap, Trees, Wine, Coffee, Fruits, Grains, Juices, Mushrooms, PetFood"
1010998,Downtown Terre Haute Farmers' Market,http://www.downtownterrehautefarmersmarket.com,https://www.facebook.com/Terrehautedowntownfarmersmarket,@farmersmarketTH,,,2015-03-30 14:39:00,"9th & Cherry Streets, Terre Haute, Indiana 47807",39.4675452,-87.4044397,2015-06-06,2015-11-07,,,2015-10-31,2016-05-07,,,,,,,,,,,,,,,08:00,12:00,,,,,,,,,,,,,09:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, WICcash, SFMNP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Maple, Meat, Nuts, Plants, Poultry, Prepared, Soap, Trees, Coffee, Beans, Fruits, Grains, Juices, Mushrooms, PetFood, WildHarvested"
1004326,Downtown Tifton Farmers' Market,http://downtowntifton.com/?page_id=9,"https://www.facebook.com/DowntownTiftonFarmersMarket""or""www.downtowntifton.com",,,,2013-07-02 11:56:00,"120 S. Tift Ave., Tifton, Georgia 31794",31.4813773,-83.5028533,2013-05-18,,,,2013-10-12,,,,,,,,,,,,,,,,09:00,12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WIC, WICcash, SNAP","Bakedgoods, Cheese, Crafts, Eggs, Vegetables, Honey, Jams, Plants, Prepared, Soap, Trees, Fruits"
1018322,"Downtown Topeka Farmers Market, Inc.",http://www.downtowntopekafarmersmarket.com,,,,,2017-06-22 01:13:00,"12th & Harrison St., Topeka, Ks., Kansas 66618",39.05538,-95.71113199999999,2017-04-08,2017-04-08,,,2017-11-04,2017-11-04,,,,,,,,,,,,,,,07:00,12:00,,,,,,,,,,,,,07:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, WICcash, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Meat, Nuts, Plants, Prepared, Soap, Trees, Fruits, Juices"
1000723,Downtown Tracy Certified Farmers Market,http://www.sjcfarmersmarket.com,,,,,2014-04-04 11:46:00,"10th Street, Tracy, California 95376",37.738509,-121.433429,2013-05-04,,,,2013-10-26,,,,,,,,,,,,,,,,08:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC, SFMNP, SNAP","Organic, Bakedgoods, Cheese, Crafts, Flowers, Herbs, Vegetables, Honey, Jams, Nuts, Plants, Prepared, Trees, Fruits"
1008154,Downtown Troy Farmers Market,http://www.Troymainstreet.org,https://www.Facebook.com/downtowntroyfarmersmarket,,,,2013-06-16 16:55:00,"Cherry Street , Troy, Ohio 45373",40.0347002,-84.2082997,2013-06-22,,,,2013-09-21,,,,,,,,,,,,,,,,09:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Organic, Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Maple, Plants, Prepared, Soap, Fruits"
1000505,Downtown Tulsa Farmers Market,http://www.localharvest.org,,,,,2013-06-28 23:44:00,"Third and Boston, Tulsa, Oklahoma 74101",36.15396,-95.99038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Meat, Nursery, Plants, Prepared, Soap"
1008005,Downtown Uniontown Farmers Market,,,,,,2013-04-01 17:13:00,"Main Street, Uniontown, Pennsylvania 15401",39.900076,-79.7164326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WIC, SFMNP","Bakedgoods, Crafts, Vegetables, Honey, Jams, Maple, Wine"
1000171,Downtown Valdosta Farm Days,http://www.valdostamainstreet.com/activities/farm-days/,,,,,2013-06-18 11:02:00,"100 E. Central Ave, Valdosta, Georgia 31601",30.83273,-83.277779,2013-05-04,,,,2013-10-19,,,,,,,,,,,,,,,,09:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, SNAP","Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Maple, Plants, Prepared, Soap, Trees, Fruits"
1006959,Downtown Vero Green Market,,,,,,2011-01-01 00:00:00,,27.6397,-80.3998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1001816,Downtown Waterfront Market,http://www.downtownwaterfrontmarket.com,,,,,2010-05-21 11:58:00,"113 South Water St., Elizabeth City, North Carolina 27909",36.29913134693877,-76.21897073469387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1007243,Downtown Waterloo Farmers Market,http://www.mainstreetwaterloo.org,,,,,2010-05-13 14:54:00,"420 Jefferson Street, Waterloo, Iowa 50701",42.495514551020406,-92.342564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1003574,Downtown Waterville Farmers' Market,http://www.watervillefarmersmarket.org,,,,,2010-04-19 14:08:00,"Corner of Appleton & Main Streets, Waterville, Maine 4901",44.5512,-69.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1012390,Downtown Waxahachie Farmers Market,http://www.waxahachie.com/Departments/DowntownDevelopment/DowntownFarmersMarket,https://www.facebook.com/DowntownWaxahachieFarmersMarket/?ref=bookmarks,,,,2016-07-10 20:43:00,"410 S. Rogers, Waxahachie , Texas 75165",32.3832651,-96.85010279999999,2016-04-16,,,,2016-10-29,,,,,,,,,,,,,,,,08:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Meat, Nuts, Plants, Prepared, Soap, Coffee, Fruits, Grains, Juices"
1006512,Downtown Wellsboro Farmers Market,,,,,,2009-01-01 00:00:00,"Wellsboro Plaza, next to Post Office, Wellsboro, Pennsylvania 16901",41.7472,-77.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1010301,Downtown West Bend Farmers' Market,http://www.downtownwestbend.com,https://www.facebook.com/WestBendFarmersMarket,,,,2014-06-06 14:51:00,"215 N Main Street, West Bend, Wisconsin 53095",43.42510891218208,-88.18334215829778,2014-06-07,,,,2014-10-25,,,,,,,,,,,,,,,,07:30,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WIC","Organic, Bakedgoods, Cheese, Flowers, Eggs, Seafood, Herbs, Vegetables, Honey, Jams, Maple, Meat, Plants, Poultry, Prepared, Soap, Coffee, Beans, Fruits, Mushrooms, PetFood"
1007831,Downtown Westminster Farmers' Market,http://www.westminsterfarmfresh.com,,,,,2011-08-09 10:43:00,"Railroad Ave. (MD27) & Emerald Hill Lane, Westminster, Maryland 21157",39.0641,-76.8194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WIC, SFMNP",Vegetables
1011876,Downtown Wichita Falls Farmers Market,http://downtownproud.com/downtown-wichita-falls-farmers-market/,https://www.facebook.com/DowntownWFFarmersMarket/,,,https://www.instagram.com/wichitafallsfarmersmarket/,2016-04-15 16:57:00,"713 Ohio Ave., Wichita Falls, Texas 76301",33.91403842857142,-98.49029330612245,2016-05-07,,,,2016-10-08,,,,,,,,07:30,13:00,,,07:30,13:00,,,07:30,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Credit, WICcash, SFMNP","Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Meat, Soap, Wine, Fruits"
1004571,Downtown Yankton Summer Market,http://www.downtownyankton.com,,,,,2009-01-01 00:00:00,,42.8699,-97.3938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1008537,Dowtown Rolla Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=642,,,,,2013-06-26 11:06:00,"9th Street and Hollaway, Rolla, Missouri 65401",37.950359999999996,-91.761915,2013-05-07,,,,2013-09-24,,,,,,,,07:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Bakedgoods, Cheese, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Meat, Plants, Poultry, Prepared, Soap, Trees, Fruits"
1001512,Doyle Valley Farmers Market,,,,,,2013-06-27 16:30:00,"S Walnut St. & Santa Fe Park, Peabody, Kansas 66866",38.16422,-97.10646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFMNP,"Bakedgoods, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Nursery, Nuts, Plants, Soap"
1005052,Doylestown Farmers Market,,,,,,2009-01-01 00:00:00,"177 Portage St., Doylestown, Ohio 44230",40.958865,-81.718035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,Unknown
1008646,Dr. Phillips Farmers Market,http://www.drphillipsfarmersmarket.com,https://www.facebook.com/drphilllipsfarmersmarket,,,,2013-06-27 12:57:00,"7000 Dr. Phillips Blvd, Orlando, Florida 32819",28.459412,-81.493887,2013-01-01,,,,2013-12-31,,,,10:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit,"Bakedgoods, Cheese, Crafts, Flowers, Eggs, Seafood, Herbs, Vegetables, Honey, Jams, Plants, Poultry, Prepared, Soap, Trees, Fruits"
1004280,Drake Farmers Market,,,,,,2012-04-29 15:54:00,"Main St-6th Ave, Drake, North Dakota 58736",47.921266734631494,-100.37203181044916,2012-07-01,,,,2012-10-31,,,,,,,,17:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cash only,"Bakedgoods, Crafts, Flowers, Eggs, Herbs, Vegetables, Honey, Jams, Plants, Prepared, Soap"
